"pais","departamento","provincia","municipio","recinto","ABSTENCION","BLANCOS","EMITIDOS","INSCRITOS","NO","NULOS","SI","VALIDOS"
"Bolivia","Santa Cruz","Germán Busch","Puerto Suárez","ESC. ELIODORO PAZ",357,6,946,1303,644,18,278,922
"Bolivia","Santa Cruz","Germán Busch","Puerto Suárez","ESC. GERMAN BUSCH YACUSES",80,10,382,462,167,11,194,361
"Bolivia","Santa Cruz","Germán Busch","Puerto Suárez","ESC. JOSEFINA GOYTIA",351,10,1330,1681,944,20,356,1300
"Bolivia","Santa Cruz","Germán Busch","Puerto Suárez","ESC. MIGUEL SUAREZ ARANA",533,19,2294,2827,1447,108,720,2167
"Bolivia","Santa Cruz","Germán Busch","Puerto Suárez","U.E. EL SALAO",3,0,4,7,3,0,1,4
"Bolivia","Santa Cruz","Germán Busch","Puerto Suárez","U.E. MOTACUCITO",2,1,19,21,6,0,12,18
"Bolivia","Santa Cruz","Guarayos","Ascención de Guarayos","COL. JOSE BARRERA",67,4,371,438,230,7,130,360
"Bolivia","Santa Cruz","Guarayos","Ascención de Guarayos","ESC. 17 DE FEBRERO",45,0,218,263,29,4,185,214
"Bolivia","Santa Cruz","Guarayos","Ascención de Guarayos","ESC. 6 DE ABRIL",16,0,86,102,29,2,55,84
"Bolivia","Santa Cruz","Guarayos","Ascención de Guarayos","ESC. ASCENCION CENTRAL",1057,37,3873,4930,2022,94,1720,3742
"Bolivia","Santa Cruz","Guarayos","Ascención de Guarayos","ESC. COLONIA 5 DE MARZO",39,3,163,202,65,4,91,156
"Bolivia","Santa Cruz","Guarayos","Ascención de Guarayos","ESC. ESTEBAN GEBARD",1040,40,4564,5604,2575,136,1813,4388
"Bolivia","Santa Cruz","Guarayos","Ascención de Guarayos","ESC. SAN PABLO",82,14,476,558,174,17,271,445
"Bolivia","Santa Cruz","Guarayos","Ascención de Guarayos","ESC. SANTA MARIA",48,11,345,393,103,9,222,325
"Bolivia","Santa Cruz","Guarayos","Ascención de Guarayos","KINDER MI DULCE HOGAR",68,1,480,548,214,13,252,466
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. 10 DE NOVIEMBRE",95,13,493,588,137,13,330,467
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. ALFREDO SMITH",442,29,1732,2174,1003,42,658,1661
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. CACHUELA",10,1,65,75,11,2,51,62
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. CORRALON",83,0,220,303,32,2,186,218
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. EL COMBATE",5,0,34,39,10,0,24,34
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. LOS CHACOS",19,0,51,70,46,1,4,50
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. PUEBLOS UNIDOS",154,1,222,376,30,8,183,213
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. SAN JOSE DE YOTAU",257,20,1041,1298,322,29,670,992
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. SECCIONAL EL CARMEN",75,5,346,421,128,15,198,326
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. SECCIONAL LIMONCITO",15,0,33,48,21,1,11,32
"Bolivia","Santa Cruz","Guarayos","El Puente","ESC. U.E. BOLIVAR",35,13,255,290,70,13,159,229
"Bolivia","Santa Cruz","Guarayos","El Puente","MONTE SINAI",32,2,224,256,32,7,183,215
"Bolivia","Santa Cruz","Guarayos","El Puente","U.E EL CORRALON",0,4,104,104,12,9,79,91
"Bolivia","Santa Cruz","Guarayos","Urubichá","ESC, MARIA DE LOS ANGELES",404,27,1715,2119,720,44,924,1644
"Bolivia","Santa Cruz","Guarayos","Urubichá","ESC. NUCLEO ESCOLAR YAGUARU",180,14,860,1040,538,28,280,818
"Bolivia","Santa Cruz","Guarayos","Urubichá","ESC. SANTA TERESITA (CURURU)",15,2,57,72,45,0,10,55
"Bolivia","Santa Cruz","Guarayos","Urubichá","ESC. SECC.MON.SALVATIERRA",29,1,78,107,32,0,45,77
"Bolivia","Santa Cruz","Ichilo","Buena Vista","ESC. ADHEMAR ORTIZ",31,1,213,244,81,1,130,211
"Bolivia","Santa Cruz","Ichilo","Buena Vista","ESC. EDUARDO ABAROA",109,14,762,871,218,30,500,718
"Bolivia","Santa Cruz","Ichilo","Buena Vista","ESC. MARIANO SAUCEDO SEVILLA",380,13,1750,2130,1047,43,647,1694
"Bolivia","Santa Cruz","Ichilo","Buena Vista","ESC. OVIDIO SUAREZ",473,25,1661,2134,850,75,711,1561
"Bolivia","Santa Cruz","Ichilo","Buena Vista","ESC. U.E. CARANDA",117,15,643,760,262,21,345,607
"Bolivia","Santa Cruz","Ichilo","Buena Vista","ESC. U.E. LUCIO  PEREZ",34,3,182,216,140,5,34,174
"Bolivia","Santa Cruz","Ichilo","Buena Vista","ESC. U.E. PEDRO DOMINGO MURILLO",75,8,459,534,57,10,384,441
"Bolivia","Santa Cruz","Ichilo","Buena Vista","ESC. U.E. SAN ISIDRO",44,1,199,243,175,0,23,198
"Bolivia","Santa Cruz","Ichilo","Buena Vista","ESC. U.E. SAN JAVIER",0,0,48,48,36,3,9,45
"Bolivia","Santa Cruz","Ichilo","Buena Vista","ESC. U.E. SANTO ESPOSORIO",40,0,158,198,130,2,26,156
"Bolivia","Santa Cruz","Ichilo","Buena Vista","U.E. 5 DE SEPTIEMBRE",3,2,89,92,5,0,82,87
"Bolivia","Santa Cruz","Ichilo","Buena Vista","U.E. 6 DE AGOSTO",6,6,265,271,214,5,40,254
"Bolivia","Santa Cruz","Ichilo","San Carlos","ESC. CENTRAL SAN CARLOS",456,40,2762,3218,1740,104,878,2618
"Bolivia","Santa Cruz","Ichilo","San Carlos","ESC. FISCAL DE NINOS SANTA FE",865,58,4764,5629,1936,215,2555,4491
"Bolivia","Santa Cruz","Ichilo","San Carlos","ESC. NUCLEO CENTRAL",95,14,740,835,148,14,564,712
"Bolivia","Santa Cruz","Ichilo","San Carlos","ESC. U.E. POPULAR DON BOSCO",66,11,934,1000,533,123,267,800
"Bolivia","Santa Cruz","Ichilo","San Juan","ESC. POPULAR DON BOSCO",435,75,2475,2910,1395,47,958,2353
"Bolivia","Santa Cruz","Ichilo","San Juan","NUCLEO CENTRAL LA ENCONADA",105,17,652,757,203,21,411,614
"Bolivia","Santa Cruz","Ichilo","San Juan","UN. ED. AYACUCHO",54,6,288,342,90,2,190,280
"Bolivia","Santa Cruz","Ichilo","San Juan","UN. ED.  NUCLEO CENTRAL",34,1,126,160,31,2,92,123
"Bolivia","Santa Cruz","Ichilo","San Juan","UN. ED. RAUL MENACHO",44,1,225,269,61,7,156,217
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. CESAR BANZER ALIAGA",1311,94,7132,8443,2413,387,4238,6651
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. DON BOSCO FE Y ALEGRIA",419,24,2019,2438,432,50,1513,1945
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. EL PALLAR",77,6,197,274,57,4,130,187
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. GERMAN BUSCH",683,66,4440,5123,1652,151,2571,4223
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. MARISCAL SUCRE",129,16,997,1126,226,24,731,957
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. NACIONAL BOLIVIA",69,3,372,441,99,37,233,332
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. NOEL KENP MERCADO",217,16,1115,1332,156,22,921,1077
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. NUEVO SIMON BOLLIVAR",847,37,4136,4983,1514,94,2491,4005
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. U.E. CASCABEL",124,8,494,618,84,11,391,475
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. U.E. GERMAN BUSCH (P. GRETHER)",68,7,299,367,99,14,179,278
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESCUELA CORTE HONDO",0,0,69,69,7,1,61,68
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. U.E. NUCLEO CENTRAL",85,5,625,710,145,15,460,605
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. U.E. NUCLEO CENTRAL EL CONDOR",44,6,251,295,49,5,191,240
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. U.E. NUCLEO CENTRAL LOS POZOS",31,5,228,259,64,9,150,214
"Bolivia","Santa Cruz","Ichilo","Yapacaní","ESC. U.E. PUERTO AVAROA",58,6,402,460,113,8,275,388
"Bolivia","Santa Cruz","Ichilo","Yapacaní","U.E. JUANA AZURDUY",7,0,58,65,21,5,32,53
"Bolivia","Santa Cruz","Ichilo","Yapacaní","U.E. NUEVO HORIZONTE",25,12,394,419,57,13,312,369
"Bolivia","Santa Cruz","Ichilo","Yapacaní","U.E. SAN RAFAEL",5,0,121,126,14,3,104,118
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC.  EL JAGUE",10,0,48,58,26,0,22,48
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. ESCUELA SAN MATEO",19,4,205,224,24,4,173,197
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. GABRIEL RENE MORENO",532,73,3949,4481,1439,227,2210,3649
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. HABRA DE CAPILLA",9,2,116,125,17,6,91,108
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. MANZANAL",12,0,98,110,8,3,87,95
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. MARCELINO CHAIPANA",48,4,372,420,158,19,191,349
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. SAN ISIDRO",162,14,909,1071,427,43,425,852
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. SAN JOSE DE LA CAPILLA",56,8,365,421,160,23,174,334
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. SAN JUAN DEL POTRERO",53,13,331,384,164,12,142,306
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. SIBERIA",10,0,120,130,30,3,87,117
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. TORRECILLAS",67,28,740,807,112,60,540,652
"Bolivia","Santa Cruz","Manuel M. Caballero","Comarapa","ESC. U.E. LA PALIZADA",45,13,328,373,126,12,177,303
"Bolivia","Santa Cruz","Manuel M. Caballero","Saipina","ESC. EMILIA CABALLERO",1,0,33,34,6,1,26,32
"Bolivia","Santa Cruz","Manuel M. Caballero","Saipina","ESC. HUMBERTO VILLARROEL",322,35,2105,2427,718,73,1279,1997
"Bolivia","Santa Cruz","Manuel M. Caballero","Saipina","ESC. OCONI",21,3,103,124,6,2,92,98
"Bolivia","Santa Cruz","Manuel M. Caballero","Saipina","ESC. SAN RAFAEL",16,1,207,223,54,6,146,200
"Bolivia","Santa Cruz","Manuel M. Caballero","Saipina","ESC. U.E. SANTA CATALINA CHILON",65,8,397,462,99,15,275,374
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. CENT. JULIO FLORES FRANCO",26,7,207,233,112,3,85,197
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. CENTRAL SAN PEDRO",28,0,143,171,94,3,46,140
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. EDUCATIVA MAKANATE",15,2,109,124,4,3,100,104
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. GUADALUPE FE Y ALEGRIA",1293,115,7052,8345,3589,185,3163,6752
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. PALESTINA",0,0,73,73,3,12,58,61
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. SECCIONAL CALENDARIA",13,5,188,201,64,7,112,176
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. SECCIONAL PALMARITO",29,2,211,240,155,3,51,206
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. TIERRA HERMOZA",116,6,486,602,42,11,427,469
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. U.E. ALTAMIRA",74,10,374,448,166,18,180,346
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. U.E. GUAYABA",9,4,130,139,16,2,108,124
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. U.E. LAS MERCEDES",13,1,38,51,18,0,19,37
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. U.E. SAN SILVESTRE",14,1,123,137,45,8,69,114
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. U.E. SANTA MONICA",13,1,91,104,6,0,84,90
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","ESC. U.E. ZAPOCO",7,0,14,21,9,0,5,14
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","MEDIO MONTE",6,0,108,114,10,1,97,107
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","U.E. JOSE ORTIZ SENAR",9,0,63,72,6,0,57,63
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","U.E. NUBIASIX",4,2,59,63,16,2,39,55
"Bolivia","Santa Cruz","Ñuflo De Chávez","Concepción","U.E. SAN FRANCISCO DE ASIS",3,2,80,83,13,4,61,74
"Bolivia","Santa Cruz","Ñuflo De Chávez","Cuatro Cañadas","COL. NACIONAL CUATRO CAÑANDAS",21,5,147,168,40,4,98,138
"Bolivia","Santa Cruz","Ñuflo De Chávez","Cuatro Cañadas","ESC. 26 DE AGOSTO",89,14,703,792,226,29,434,660
"Bolivia","Santa Cruz","Ñuflo De Chávez","Cuatro Cañadas","ESC. JOSE LUIS CASTRO",180,17,1297,1477,418,39,823,1241
"Bolivia","Santa Cruz","Ñuflo De Chávez","Cuatro Cañadas","ESC. JUAN PABLO SEGUNDO",996,72,5934,6930,2113,310,3439,5552
"Bolivia","Santa Cruz","Ñuflo De Chávez","Cuatro Cañadas","ESC. LOS TRONCOS",25,3,182,207,96,3,80,176
"Bolivia","Santa Cruz","Ñuflo De Chávez","Cuatro Cañadas","ESC. MONTE RICO",34,2,206,240,24,1,179,203
"Bolivia","Santa Cruz","Ñuflo De Chávez","Cuatro Cañadas","U.E. HAZIEL",13,2,235,248,181,7,45,226
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Antonio de Lomerio","ESC. CENTRAL EL PUQUIO",54,3,400,454,4,3,390,394
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Antonio de Lomerio","ESC. HOLANDA",0,0,7,7,0,2,5,5
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Antonio de Lomerio","ESC. PADRE MATIAS LENS",209,11,1149,1358,496,36,606,1102
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Antonio de Lomerio","ESC.SAN LORENZO",31,7,265,296,5,1,252,257
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Antonio de Lomerio","ESC. SECCIONAL SALINAS",43,8,188,231,72,5,103,175
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Antonio de Lomerio","ESC. U.E. LAS TRANCAS",9,0,109,118,6,2,101,107
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Antonio de Lomerio","ESC. U.E. MONTERITO",8,1,173,181,0,0,172,172
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Antonio de Lomerio","ESC. U.E. PADRE PIO",16,1,147,163,10,2,134,144
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Antonio de Lomerio","PEDRO PABLO PEÑA GARCIA",2,0,60,62,0,0,60,60
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Javier","ESC. SECCIONAL CORONACION",59,6,424,483,132,9,277,409
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Javier","ESCUELA ADOLFO BURTON",877,109,4625,5502,2881,73,1562,4443
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Javier","ESC. U.E. LAS ABRAS",37,2,195,232,16,2,175,191
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Javier","ESC. U.E. SAN PABLO",12,0,104,116,4,0,100,104
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Javier","ESC. U.E. SANTA RITA",10,0,59,69,21,0,38,59
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Javier","ESC. U.E. TURUX NAPEZ",13,2,86,99,1,1,82,83
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. 26 DE OCT. FE Y ALEGRIA",48,4,501,549,43,6,448,491
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. CENTRAL FRANZ TAMAYO",153,26,865,1018,190,43,606,796
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. COL  CIRO MEALLA",1235,165,9306,10541,2619,651,5871,8490
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. EL PROGRESO",74,4,498,572,116,38,340,456
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. FE Y ALEGRIA",153,16,786,939,385,26,359,744
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. GRAL SAN MARTIN",81,9,499,580,90,17,383,473
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. LA ASUNTA SAN BERNARDO",171,17,1201,1372,445,34,705,1150
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC.LIMONCITO",51,6,223,274,60,6,151,211
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. MAX FERNANDEZ ROJAS",44,11,477,521,101,13,352,453
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. NUCLEO 66 2 DE AGOSTO",55,8,417,472,128,9,272,400
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. PATUJU",65,2,497,562,133,19,343,476
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. SAN ANTONIO",7,1,125,132,24,1,99,123
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. SAN SALVADOR NUCLEO 38",94,7,480,574,50,23,400,450
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. SEBASTIAN PAGADOR",9,0,104,113,6,0,98,104
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. U.E. 16 DE MARZO",42,5,276,318,23,25,223,246
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. U.E. EL LIMONAL",41,5,263,304,34,8,216,250
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESCUELA EDUARDO AVAROA",143,17,1026,1169,287,40,682,969
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESCUELA LUZ Y VERDAD",35,10,282,317,75,11,186,261
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","ESC. U.E. SEGUNDA MILLA",12,1,123,135,89,6,27,116
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","U.E. 27 DE ABRIL",3,0,28,31,10,2,16,26
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","U.E. GUILLERMO JORDAN",350,19,2052,2402,535,122,1376,1911
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","U.E. JOSE DAVID BERRIOS",0,0,20,20,6,2,12,18
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","U.E. SAN JULIAN DE BERLIN",3,1,31,34,6,3,21,27
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Julián","U.E. SANTA ANA",3,2,98,101,8,2,86,94
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Ramón","ESC. CENTRAL SAN RAMON",737,58,3465,4202,1874,146,1387,3261
"Bolivia","Santa Cruz","Ñuflo De Chávez","San Ramón","ESC. SANTA ROSA DE LA MINA",19,1,156,175,89,9,57,146
"Bolivia","Santa Cruz","Obispo Santisteban","Fernández Alonso","ESC. AGUAICES",33,3,274,307,88,14,169,257
"Bolivia","Santa Cruz","Obispo Santisteban","Fernández Alonso","ESC. EDUARDO AVAROA",63,12,499,562,156,15,316,472
"Bolivia","Santa Cruz","Obispo Santisteban","Fernández Alonso","ESC. NUCLEO MARISCAL SUCRE",276,20,1815,2091,575,67,1153,1728
"Bolivia","Santa Cruz","Obispo Santisteban","Fernández Alonso","ESC. SECCIONAL",4,0,20,24,2,1,17,19
"Bolivia","Santa Cruz","Obispo Santisteban","Fernández Alonso","ESC. SECCIONAL FAJA BOLIVAR",0,1,10,10,0,0,9,9
"Bolivia","Santa Cruz","Obispo Santisteban","Fernández Alonso","ESC. U.E. BETANIA",5,3,106,111,30,2,71,101
"Bolivia","Santa Cruz","Obispo Santisteban","Fernández Alonso","ESC. U.E. VICTOR HUGO OTALORA",494,52,3096,3590,1080,138,1826,2906
"Bolivia","Santa Cruz","Obispo Santisteban","General Agustín Saavedra","COL. PRINCIPE DE PAZ",523,39,3217,3740,1900,134,1144,3044
"Bolivia","Santa Cruz","Obispo Santisteban","General Agustín Saavedra","ESC. 1 DE SEPTIEMBRE",78,7,379,457,140,7,225,365
"Bolivia","Santa Cruz","Obispo Santisteban","General Agustín Saavedra","ESC. NUCLEO CENTRAL NUEVA ESPERANZA",129,9,823,952,363,22,429,792
"Bolivia","Santa Cruz","Obispo Santisteban","General Agustín Saavedra","ESC. NUCLEO  MARISCAL SUCRE",149,17,857,1006,283,34,523,806
"Bolivia","Santa Cruz","Obispo Santisteban","General Agustín Saavedra","ESC. U.E. CHANE BEDOYA",68,3,313,381,109,8,193,302
"Bolivia","Santa Cruz","Obispo Santisteban","General Agustín Saavedra","ESC. U.E. GUALBERTO VILLARROEL",96,12,458,554,129,25,292,421
"Bolivia","Santa Cruz","Obispo Santisteban","General Agustín Saavedra","ESC. U.E. SANTIAGO CORNEN",53,1,352,405,171,13,167,338
"Bolivia","Santa Cruz","Obispo Santisteban","General Agustín Saavedra","U.E. ARMINDA MERCADO P.",4,4,81,85,57,2,18,75
"Bolivia","Santa Cruz","Obispo Santisteban","General Agustín Saavedra","U.E. MARCELO QUIROGA SANTA CRUZ",1,6,81,82,17,1,57,74
"Bolivia","Santa Cruz","Obispo Santisteban","General Agustín Saavedra","U.E. SAN FELIX",6,3,45,51,15,2,25,40
"Bolivia","Santa Cruz","Obispo Santisteban","Mineros","ESC. LA PATRIA",48,6,220,268,99,10,105,204
"Bolivia","Santa Cruz","Obispo Santisteban","Mineros","ESC. LAS PALMAS",46,5,326,372,115,11,195,310
"Bolivia","Santa Cruz","Obispo Santisteban","Mineros","ESC. NUCLEO CENTRAL MINERO",1568,165,9457,11025,5140,371,3781,8921
"Bolivia","Santa Cruz","Obispo Santisteban","Mineros","ESC. SUB. CENTRAL LA PORFIA",98,5,388,486,144,6,233,377
"Bolivia","Santa Cruz","Obispo Santisteban","Mineros","ESC. U.E. SAN JUAN DEL CARMEN",6,1,58,64,21,3,33,54
"Bolivia","Santa Cruz","Obispo Santisteban","Mineros","U.E. 24 DE JUNIO",0,0,88,88,14,7,67,81
"Bolivia","Santa Cruz","Obispo Santisteban","Mineros","U.E. ALIANZA EL PROGRESO",0,19,183,183,42,5,117,159
"Bolivia","Santa Cruz","Obispo Santisteban","Mineros","U.E. ALICE ALVAREZ DE AREDONDO I",81,9,560,641,305,11,235,540
"Bolivia","Santa Cruz","Obispo Santisteban","Mineros","U.E. BENJAMIN BANEGAS VACA",37,5,252,289,131,4,112,243
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","CARCEL PUBLICA DE MONTERO",84,0,26,110,15,4,7,22
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. ANGEL LIMPIAS",384,28,2254,2638,929,72,1225,2154
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. DANIEL RIVERO",1029,58,5460,6489,2066,169,3167,5233
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. EDUARDO ABAROA",331,15,2193,2524,1362,54,762,2124
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. FE Y ALEGRIA",222,13,1807,2029,1483,28,283,1766
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. FRANZ TAMAYO",343,21,2293,2636,1066,76,1130,2196
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. GUILLERMO KRUEGLER",475,19,2960,3435,2154,119,668,2822
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. JOSE CRONEMBOL",404,15,2141,2545,1565,78,483,2048
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. JUAN ZABALA",770,35,4491,5261,2796,132,1528,4324
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. MARCELIANO MONTERO",325,42,2464,2789,1844,86,492,2336
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. MARCOS CHAVEZ",348,23,2349,2697,1490,51,785,2275
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. NACIONAL GUABIRA",346,11,2427,2773,1400,126,890,2290
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. OBISPO SANTISTEBAN",253,4,1683,1936,1226,41,412,1638
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. RAFAEL TERRAZAS",325,8,1954,2279,1572,46,328,1900
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. RENE MORENO",199,9,2754,2953,2172,155,418,2590
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. SAN JOSE OBRERO",621,38,3672,4293,1383,137,2114,3497
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. SIMON BOLIVAR",173,8,1404,1577,983,110,303,1286
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. U.E. ELVIRA FRIAS",929,77,5774,6703,1833,287,3577,5410
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. U.E. MONTECRISTO",359,13,1873,2232,738,310,812,1550
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. UNIDAD EDUCATIVA LA ESPERANZA",304,10,2210,2514,1188,81,931,2119
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. UNIDAD EDUCATIVA VILLA VIRGINIA",358,24,1977,2335,563,86,1304,1867
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","COL. VICTOR SALVATIERRA",266,8,1851,2117,1398,42,403,1801
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","ESC. U.E. MARILUZ ESTREMADOIRO",27,4,158,185,74,8,72,146
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","U.E. 12 DE ABRIL",23,3,331,354,148,19,161,309
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","U.E. JUANCITO PINTO",44,15,922,966,189,31,687,876
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","U.E. MARCELIANO MONTERO",251,14,1663,1914,1287,33,329,1616
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","UE MAXIMILIANO KOLBE",613,29,4199,4812,2592,165,1413,4005
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","U.E. NUEVO MILENIO",31,2,170,201,62,5,101,163
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","U.E. SAN RAMON DE LA VIBORA",15,0,154,169,41,4,109,150
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","U.E. SAN SILVESTRE",33,3,234,267,96,9,126,222
"Bolivia","Santa Cruz","Obispo Santisteban","Montero","U.E. SANTA ROSITA",0,0,4,4,3,0,1,4
"Bolivia","Santa Cruz","Obispo Santisteban","San Pedro","ESC. 9 DE ABRIL",106,9,588,694,180,12,387,567
