"pais","departamento","provincia","municipio","recinto","ABSTENCION","BLANCOS","EMITIDOS","INSCRITOS","NO","NULOS","SI","VALIDOS"
"Bolivia","Beni","Vaca Diéz","Riberalta","U.E FEDERICO DEMMER",429,20,1389,1818,904,42,423,1327
"Bolivia","Beni","Vaca Diéz","Riberalta","U.E. LA ESPERANZA",16,3,147,163,85,14,45,130
"Bolivia","Beni","Vaca Diéz","Riberalta","U.E. NUESTRA SEÑORA DEL CARMEN",465,15,1549,2014,1070,31,433,1503
"Bolivia","Beni","Vaca Diéz","Riberalta","U.E. POPECHI",26,11,186,212,78,7,90,168
"Bolivia","Beni","Vaca Diéz","Riberalta","UNIDAD EDUCATIVA NATANIEL GARCÍA CHAVEZ",687,35,2572,3259,1803,101,633,2436
"Bolivia","Beni","Yacuma","Exaltación","ESC. CAMPO ANA MARIA",4,0,23,27,6,0,17,23
"Bolivia","Beni","Yacuma","Exaltación","ESC.COOPERATIVA",15,0,46,61,19,1,26,45
"Bolivia","Beni","Yacuma","Exaltación","ESC.COQUINAL",26,2,165,191,35,2,126,161
"Bolivia","Beni","Yacuma","Exaltación","ESC.EL MOTACUSAL",10,1,71,81,34,0,36,70
"Bolivia","Beni","Yacuma","Exaltación","ESC.EL TROMPILLO",7,0,10,17,6,0,4,10
"Bolivia","Beni","Yacuma","Exaltación","ESC.JOSE MAX PAREDES",133,1,411,544,149,3,258,407
"Bolivia","Beni","Yacuma","Exaltación","ESC. NUEVA ESPERANZA",9,0,17,26,9,0,8,17
"Bolivia","Beni","Yacuma","Exaltación","ESC.SAN CARLOS",15,0,44,59,11,0,33,44
"Bolivia","Beni","Yacuma","Exaltación","ESC.SANTA ROSA",1,0,9,10,4,0,5,9
"Bolivia","Beni","Yacuma","Exaltación","ESCUELA PUERTO SANTIAGO",2,0,16,18,11,0,5,16
"Bolivia","Beni","Yacuma","Exaltación","ESCUELA SAN JUAN DEL JORDAN",12,0,22,34,12,0,10,22
"Bolivia","Beni","Yacuma","Santa Ana (de Yacuma)","COL.ANDRES ALBERDI SALEGUI",621,21,2129,2750,1406,29,673,2079
"Bolivia","Beni","Yacuma","Santa Ana (de Yacuma)","COLEGIO GUILLERMO SEARLE",225,7,663,888,403,10,243,646
"Bolivia","Beni","Yacuma","Santa Ana (de Yacuma)","COL.MONS.DANIEL RIVERO",971,44,3247,4218,1945,65,1193,3138
"Bolivia","Beni","Yacuma","Santa Ana (de Yacuma)","ESC.CEC EL TOTAISAL",58,1,158,216,58,5,94,152
"Bolivia","Beni","Yacuma","Santa Ana (de Yacuma)","ESC.LOS MONTES DE ORO",11,1,13,24,6,0,6,12
"Bolivia","Beni","Yacuma","Santa Ana (de Yacuma)","ESC.WENCESLAO AÑEZ",123,3,350,473,185,8,154,339
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","ESCUELA 12 DE OCTUBRE",146,18,552,698,176,21,337,513
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","ESCUELA CHUNCA CANCHA",6,2,73,79,4,10,57,61
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","ESCUELA CRUZ CKASA",132,9,572,704,123,21,419,542
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","ESCUELA LUIS EVENCIO ORÍAS",173,9,567,740,272,16,270,542
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","ESCUELA MARISCAL BRAUN",66,13,388,454,143,15,217,360
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","ESCUELA MOLLE CANCHA",6,0,75,81,4,1,70,74
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","ESCUELA SAN JOSE DE ALISOS",45,6,207,252,44,5,152,196
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","U.E. VILLA PAMPA",37,6,172,209,62,3,101,163
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","UNIDAD EDUCATIVA ANTONIO TOVAR",198,31,807,1005,294,34,448,742
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","UNIDAD EDUCATIVA JESÚS MAESTRO",157,17,786,943,56,31,682,738
"Bolivia","Chuquisaca","Azurduy","Tarvita (Villa Orías)","UNIDAD EDUCATIVA PAMPAS DE LEQUE",27,5,288,315,22,3,258,280
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","ESCUELA DURAZNAL",37,2,193,230,18,5,168,186
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","ESCUELA HUANCARANI",29,1,131,160,3,7,120,123
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","ESCUELA PINOS",52,0,177,229,5,1,171,176
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","ESCUELA  RODEO CHICO",63,5,380,443,12,10,353,365
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","ESCUELA TABLANI",82,2,315,397,27,24,262,289
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","ESCUELA TORRECILLAS",56,3,133,189,36,9,85,121
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","U.E. COLLPAMAYU",51,9,282,333,14,8,251,265
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","U.E. QUEHUEÑAL",12,3,73,85,23,3,44,67
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","UNIDAD EDUCATIVA NICANOR LOPEZ",400,54,1556,1956,633,68,801,1434
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","UNIDAD EDUCATIVA SAN ROQUE",45,1,162,207,6,9,146,152
"Bolivia","Chuquisaca","Azurduy","Villa Azurduy","UNIDAD EDUCATIVA SANTA ROSA",76,2,138,214,33,5,98,131
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","COLEGIO DANIEL SANCHEZ BUSTAMANTE",85,9,476,561,67,25,375,442
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","ESCUELA DARIO OVANDO CUELLAR",38,2,134,172,4,8,120,124
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","ESCUELA ELISARDO PEREZ",61,5,240,301,67,9,159,226
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","ESCUELA HEROES DEL CHACO",54,3,199,253,15,3,178,193
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","ESCUELA JORGE ANIBARRO ZAPATA",127,13,442,569,87,20,322,409
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","ESCUELA LUIS SANTOS PRADO",20,0,95,115,4,3,88,92
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","ESCUELA MARISCAL SUCRE",494,67,2485,2979,948,112,1358,2306
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","ESCUELA RENÉ ANIBARRO GÓMEZ",99,4,201,300,16,11,170,186
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","U.E. LAMPAZOS",3,0,72,75,15,2,55,70
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","U.E. LOTHAR BRUCKER",3,0,97,100,1,3,93,94
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","UNIDAD EDUCATIVA MAMERTO NAVA DURAN",47,3,150,197,15,10,122,137
"Bolivia","Chuquisaca","Belisario Boeto","Villa Serrano","UNID. EDUC. SAN MIGUEL DE LA QUEBRADA",29,2,91,120,6,5,78,84
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA 6 DE JUNIO",125,2,368,493,159,16,191,350
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA BERNARDO MONTEAGUDO",594,59,3297,3891,1692,101,1445,3137
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA CHAPIMAYU",70,2,268,338,62,8,196,258
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA DESPENSAS",61,2,173,234,71,10,90,161
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA EL ZAPALLAR",32,7,194,226,60,8,119,179
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA FERNANDEZ",46,3,168,214,72,4,89,161
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA MARÍA VDA. DE VALDA",630,50,3353,3983,1657,124,1522,3179
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA PAMPA HEREDIA",37,2,118,155,40,5,71,111
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA PEDERNAL",52,8,246,298,45,7,186,231
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA SAN LORENZO",24,2,139,163,31,5,101,132
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","ESCUELA YANA YANA",24,0,34,58,19,2,13,32
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","NUCLEO ESCOLAR BARTOLO",13,1,94,107,11,1,81,92
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","U. EDU. JUANA AZURDUY DE PADILLA",99,16,495,594,164,45,270,434
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","U. EDU. SAN MIGUEL DEL BAÑADO",87,22,503,590,198,23,260,458
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","U. EDU. SAN PEDRO DEL PARAPETI",15,0,59,74,35,1,23,58
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","UNIDAD EDUCATIVA AZERO NORTE",4,0,42,46,13,2,27,40
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","UNIDAD EDUCATIVA INGAVI",8,2,92,100,45,0,45,90
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","UNIDAD EDUCATIVA LOS ARCOS",25,0,92,117,21,4,67,88
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","UNIDAD EDUCATIVA REBECA DE LA VEGA",269,37,1608,1877,630,82,859,1489
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","UNIDAD EDUCATIVA ROLDANA",13,4,101,114,23,1,73,96
"Bolivia","Chuquisaca","Hernando Siles","Monteagudo","UNIDAD EDUCATIVA VALLE NUEVO",29,6,181,210,43,10,122,165
"Bolivia","Chuquisaca","Hernando Siles","San Pablo de Huacareta","COLEGIO AMISTAD A",328,14,1206,1534,748,26,418,1166
"Bolivia","Chuquisaca","Hernando Siles","San Pablo de Huacareta","ESCUELA MIGUEL JHASTER",46,5,189,235,120,1,63,183
"Bolivia","Chuquisaca","Hernando Siles","San Pablo de Huacareta","ESCUELA RAFAEL PABON",94,8,366,460,176,16,166,342
"Bolivia","Chuquisaca","Hernando Siles","San Pablo de Huacareta","ESCUELA SALVIO LANUZA",106,11,312,418,189,20,92,281
"Bolivia","Chuquisaca","Hernando Siles","San Pablo de Huacareta","UNIDAD BALDOMERO LOPEZ",65,8,254,319,109,8,129,238
"Bolivia","Chuquisaca","Hernando Siles","San Pablo de Huacareta","UNIDAD EDUCATIVA ATIRIMBIA",24,8,92,116,37,3,44,81
"Bolivia","Chuquisaca","Hernando Siles","San Pablo de Huacareta","UNIDAD EDUCATIVA ERNESTO THEOBALD",146,6,433,579,159,14,254,413
"Bolivia","Chuquisaca","Hernando Siles","San Pablo de Huacareta","UNIDAD EDUCATIVA HUIRASAI",23,0,123,146,17,3,103,120
"Bolivia","Chuquisaca","Hernando Siles","San Pablo de Huacareta","UNIDAD EDUCATIVA SAN JORGE DE IPATY",51,9,298,349,18,10,261,279
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","COLEGIO 27 DE MARZO",54,0,221,275,61,36,124,185
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","COLEGIO FRAY QUEBRACHO",13,2,118,131,50,4,62,112
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","ESCUELA 25 DE MAYO",75,10,410,485,110,7,283,393
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","ESCUELA EDUARDO AVAROA",284,22,938,1222,464,37,415,879
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","ESCUELA EL SIMBOLAR",16,2,55,71,25,4,24,49
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","ESCUELA EL VINAL",18,3,53,71,23,3,24,47
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","ESCUELA IPATI",25,7,139,164,73,2,57,130
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","ESCUELA PEDRO DOMINGO MURILLO",10,1,62,72,4,0,57,61
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","ESCUELA SAN JUAN DE CAMATINDI",37,5,147,184,44,6,92,136
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","ESCUELA TIGUIPA PUEBLO",24,4,147,171,76,5,62,138
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","U. EDU. HEROES DEL CHACO HERNADO SILES",106,8,259,365,151,6,94,245
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","U.E. ISIPOTINDI",13,0,118,131,21,16,81,102
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","U.E. TENTAMI",13,1,75,88,7,2,65,72
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","U.E. TIMBOYCITO",5,1,46,51,13,0,32,45
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","UNIDAD EDUCATIVA CUATRO VIENTOS",6,1,24,30,20,0,3,23
"Bolivia","Chuquisaca","Luis Calvo","Macharetí","UNIDAD EDUCATIVA MANUEL MARIANO GÓMEZ",2,2,34,36,16,3,13,29
"Bolivia","Chuquisaca","Luis Calvo","Villa de Huacaya","ESCUELA BOYCOBO",17,2,102,119,24,2,74,98
"Bolivia","Chuquisaca","Luis Calvo","Villa de Huacaya","ESCUELA CHIMBE",10,0,34,44,4,1,29,33
"Bolivia","Chuquisaca","Luis Calvo","Villa de Huacaya","ESCUELA FRAY MARCOS OZETI",118,7,450,568,118,11,314,432
"Bolivia","Chuquisaca","Luis Calvo","Villa de Huacaya","ESCUELA SAN ANTONIO",57,0,177,234,78,3,96,174
"Bolivia","Chuquisaca","Luis Calvo","Villa de Huacaya","UNIDAD EDUCATIVA ANKAGUAZU",2,0,33,35,7,0,26,33
"Bolivia","Chuquisaca","Luis Calvo","Villa de Huacaya","UNIDAD EDUCATIVA BORORIGUA",22,0,140,162,26,2,112,138
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","CASA COMUNAL AGUAIRENDA",66,4,205,271,34,1,166,200
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","CASA COMUNAL TENTAYAPI",21,1,190,211,2,0,187,189
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","ESCUELA HERNANDO SILES",490,42,2498,2988,1405,108,943,2348
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","ESCUELA RUFINO SALAZAR",67,7,200,267,70,6,117,187
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","ESCUELA SAPIRANGUIMIRI",16,2,78,94,26,6,44,70
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","ESCUELA TICUCHA",18,2,97,115,38,6,51,89
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","NUCLEO ESCOLAR CUMANDAITI",53,4,193,246,64,2,123,187
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","U.E. LEO SCHWARZ",5,1,58,63,17,2,38,55
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","UNIDAD EDUCATIVA IGUEMBE",86,6,326,412,115,26,179,294
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","UNIDAD EDUCATIVA ITAU",19,0,57,76,17,2,38,55
"Bolivia","Chuquisaca","Luis Calvo","Villa Vaca Guzmán (Muyupampa)","UNIDAD EDUCATIVA ITY",11,2,181,192,48,2,129,177
"Bolivia","Chuquisaca","Nor Cinti","Camargo","(CÁRCEL) CARCELETA PÚBLICA DE CAMARGO",6,0,15,21,6,0,9,15
"Bolivia","Chuquisaca","Nor Cinti","Camargo","COLEGIO BOLIVIA",414,32,1894,2308,1048,64,750,1798
"Bolivia","Chuquisaca","Nor Cinti","Camargo","COLEGIO NACIONAL MIXTO 3 DE ABRIL",475,27,2154,2629,1169,82,876,2045
"Bolivia","Chuquisaca","Nor Cinti","Camargo","ESCUELA EL CHURO",21,0,57,78,2,1,54,56
"Bolivia","Chuquisaca","Nor Cinti","Camargo","ESCUELA LA QUEMADA",13,2,98,111,33,10,53,86
"Bolivia","Chuquisaca","Nor Cinti","Camargo","ESCUELA RIO CHICO",23,1,127,150,42,4,80,122
"Bolivia","Chuquisaca","Nor Cinti","Camargo","ESCUELA YURAC CABALLO",41,3,144,185,27,7,107,134
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA CARPACHACRA",18,1,99,117,21,6,71,92
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA CUEVA PAMPA",45,4,167,212,14,3,146,160
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA HIGUERA HUAYCO",47,5,174,221,48,3,118,166
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA HUACA CANCHA",57,4,118,175,6,8,100,106
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA JATUN QUINRAY",16,1,86,102,7,0,78,85
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA LINTACA",15,0,24,39,7,0,17,24
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA MUYUQUIRI",106,11,471,577,57,14,389,446
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA PALCA GRANDE",48,3,151,199,90,9,49,139
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA QUIRUCILLANI",0,0,28,28,0,0,28,28
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA SUQUISTACA",45,5,208,253,21,5,177,198
"Bolivia","Chuquisaca","Nor Cinti","Camargo","UNIDAD EDUCATIVA TACAQUIRA",107,0,260,367,69,12,179,248
"Bolivia","Chuquisaca","Nor Cinti","Incahuasi","ESCUELA 2 DE AGOSTO",52,6,334,386,14,7,307,321
"Bolivia","Chuquisaca","Nor Cinti","Incahuasi","ESCUELA EL VERANO",21,0,181,202,4,1,176,180
"Bolivia","Chuquisaca","Nor Cinti","Incahuasi","ESCUELA HUAJLAYA",109,15,256,365,28,4,209,237
"Bolivia","Chuquisaca","Nor Cinti","Incahuasi","ESCUELA JOLENCIA",72,11,316,388,60,24,221,281
"Bolivia","Chuquisaca","Nor Cinti","Incahuasi","ESCUELA LAMPAZAR",46,0,115,161,3,0,112,115
"Bolivia","Chuquisaca","Nor Cinti","Incahuasi","ESCUELA SAN LORENCITO",7,2,32,39,4,6,20,24
"Bolivia","Chuquisaca","Nor Cinti","Incahuasi","U.E. YATINA",90,10,285,375,19,8,248,267
"Bolivia","Chuquisaca","Nor Cinti","Incahuasi","UNIDAD EDUCATIVA EDUARDO AVAROA",398,24,1297,1695,493,57,723,1216
"Bolivia","Chuquisaca","Nor Cinti","Incahuasi","UNIDAD EDUCATIVA EL QUEMADO",5,2,257,262,3,2,250,253
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","ESCUELA HUAYLLANI",66,6,194,260,6,4,178,184
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","ESCUELA MOLLE PATA",81,7,264,345,36,17,204,240
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","ESCUELA PAYACOTA DEL CARMEN",104,8,367,471,75,14,270,345
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","U.E. CINTEÑO TAMBO",61,3,296,357,71,8,214,285
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","U.E. CRUZ MAYU",2,2,90,92,1,0,87,88
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","U. EDU. EDUARDO AVAROA",537,55,2040,2577,664,101,1220,1884
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","U.E. EL TERRADO",15,2,133,148,5,1,125,130
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","U.E. TORRE DE LINARES",55,8,171,226,8,0,155,163
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA 12 DE ABRIL",159,12,691,850,96,13,570,666
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA ACCHILLA",141,13,250,391,16,11,210,226
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA BUENA VISTA",52,1,175,227,5,3,166,171
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA CANCHAS BLANCAS",104,8,256,360,16,6,226,242
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA CHILLAGUA",62,1,265,327,14,3,247,261
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA CIVITA",8,0,110,118,0,3,107,107
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA HUAÑUMILLA",81,1,267,348,18,6,242,260
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA JAPO",34,2,113,147,9,2,100,109
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA KOLLPA",66,0,257,323,2,6,249,251
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA LAJA CKASA",87,5,190,277,24,8,153,177
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA MURIFAYA",13,3,94,107,9,4,78,87
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA OCURI",74,21,392,466,30,7,334,364
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA PADCOYO",186,23,665,851,96,17,529,625
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA PALACIO TAMBO",278,36,822,1100,181,38,567,748
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA PASLA",27,4,151,178,1,0,146,147
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA PIRHUANI",111,4,290,401,2,4,280,282
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA ROSENDO LA FUENTE",149,17,529,678,92,15,405,497
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA SACAVILLQUE CHICO",112,8,204,316,13,11,172,185
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA SAN PEDRO DE HUANAYA",16,3,91,107,1,0,87,88
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA TAMBILLOS",102,33,284,386,18,4,229,247
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA TAMBO CKASA",120,1,223,343,0,1,221,221
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA TOROJCHI",32,1,122,154,13,4,104,117
"Bolivia","Chuquisaca","Nor Cinti","San Lucas","UNIDAD EDUCATIVA URUCHINI",53,3,129,182,27,7,92,119
"Bolivia","Chuquisaca","Nor Cinti","Villa Charcas","COLEGIO PADRE LANDINI SIMON BOLIVAR",756,80,2586,3342,773,151,1582,2355
"Bolivia","Chuquisaca","Nor Cinti","Villa Charcas","ESCUELA BOMBOMA",8,1,75,83,7,0,67,74
"Bolivia","Chuquisaca","Nor Cinti","Villa Charcas","ESCUELA CAIZA K",76,8,232,308,8,5,211,219
"Bolivia","Chuquisaca","Nor Cinti","Villa Charcas","ESCUELA LLUJLLAYA",45,20,255,300,12,6,217,229
"Bolivia","Chuquisaca","Nor Cinti","Villa Charcas","ESCUELA SANTA ELENA",86,5,359,445,15,9,330,345
"Bolivia","Chuquisaca","Nor Cinti","Villa Charcas","ESCUELA SUPAS",57,17,314,371,11,4,282,293
"Bolivia","Chuquisaca","Nor Cinti","Villa Charcas","U.E. MOLLINI",17,1,57,74,3,1,52,55
"Bolivia","Chuquisaca","Nor Cinti","Villa Charcas","UNIDAD EDUCATIVA JOSE ANTONIO ZAMPA",78,10,682,760,84,13,575,659
"Bolivia","Chuquisaca","Oropeza","Poroma","COLEGIOMANUEL OVANDO SAN JUAN DE ORCAS",86,10,251,337,37,16,188,225
"Bolivia","Chuquisaca","Oropeza","Poroma","COLEGIO RAFAEL CAMPOS DE LUJE",49,3,186,235,35,5,143,178
"Bolivia","Chuquisaca","Oropeza","Poroma","ESCUELA CENTRAL CHALLCHA",64,2,296,360,89,13,192,281
"Bolivia","Chuquisaca","Oropeza","Poroma","ESCUELA KAYNACAS",32,4,171,203,26,3,138,164
"Bolivia","Chuquisaca","Oropeza","Poroma","ESCUELA SAN SALVADOR DE POJPO",75,14,259,334,61,10,174,235
"Bolivia","Chuquisaca","Oropeza","Poroma","POSTA SANITARIA",15,0,23,38,4,1,18,22
"Bolivia","Chuquisaca","Oropeza","Poroma","PUESTO DE SALUD VIRU VIRU",21,9,124,145,26,8,81,107
"Bolivia","Chuquisaca","Oropeza","Poroma","SUB ALCALDÍA DE SAPSE",36,7,152,188,43,3,99,142
"Bolivia","Chuquisaca","Oropeza","Poroma","U. EDU. SAN ANDRES DE POROMA",368,25,941,1309,278,51,587,865
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA CALIZAYA",11,1,104,115,20,3,80,100
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA CHIJMURI",38,8,146,184,34,3,101,135
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA COPAVILLQUE",90,3,292,382,48,16,225,273
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA CUCURI",34,8,212,246,43,9,152,195
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA HUAÑOMA",171,4,351,522,70,38,239,309
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA IRU KKOTA",53,11,192,245,42,7,132,174
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA LOS ALAMOS",29,12,225,254,53,5,155,208
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA PALAJLA",43,3,178,221,19,9,147,166
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA  PANGORASI",23,4,105,128,11,2,88,99
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA PIOCERA",21,3,111,132,20,2,86,106
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA SANABRIA",21,3,185,206,60,3,119,179
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA SIJCHA ALTA",13,3,128,141,17,1,107,124
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA URUGUAYO",13,2,104,117,10,4,88,98
"Bolivia","Chuquisaca","Oropeza","Poroma","UNIDAD EDUCATIVA YANANI",23,2,191,214,12,2,175,187
"Bolivia","Chuquisaca","Oropeza","Sucre","AASANA",650,58,5298,5948,3156,242,1842,4998
"Bolivia","Chuquisaca","Oropeza","Sucre","CAMPO DEPORTIVO 20 DE OCTUBRE",101,19,955,1056,600,27,309,909
