"pais","departamento","provincia","municipio","recinto","latitud","longitud","ABSTENCION","BLANCOS","EMITIDOS","INSCRITOS","NO","NULOS","SI","VALIDOS"
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. LUZ DEL ORIENTE",-63.13755,-17.79396,592,18,2849,3441,1917,78,836,2753
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. LUZ Y SABER II",-63.14804,-17.73533,590,14,3343,3933,2463,113,753,3216
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. MADRE CLARA RICCI (JESUS ROMAN VACA",-63.14016,-17.79584,208,2,1639,1847,1102,52,483,1585
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. MAGDALENA POSTEL",-63.17854,-17.82687,569,19,3862,4431,2894,147,802,3696
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. MARIA TERESA PULIDO",-63.1305,-17.8336,850,109,5129,5979,2601,250,2169,4770
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. MARISCAL SUCRE",-63.15338,-17.77866,352,11,2646,2998,2240,45,350,2590
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. MATEO KULJIS SECUNDARIO",-63.22539,-17.8377,463,43,4733,5196,2542,333,1815,4357
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. MIRETTE SCIARONI",-63.18918,-17.76269,351,6,2162,2513,1833,48,275,2108
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. M. NELLY VDA. DE BERTERO",-63.11536,-17.81427,271,13,1544,1815,770,44,717,1487
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.MODULO # 5 ELVA ANTELO JORDAN",-63.16745,-17.86005,564,36,3171,3735,1558,63,1514,3072
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. MODULO FLAMINGO",-63.21369,-17.82285,368,8,2480,2848,1922,45,505,2427
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. MONSEÑOR LUIS RODRIGUEZ P.",-63.19559,-17.81594,916,24,5119,6035,3131,124,1840,4971
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. NACIONAL 9 DE OCTUBRE",-63.15674,-17.84428,526,50,4490,5016,2931,218,1291,4222
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. NACIONAL FLORIDA",-63.18027,-17.79039,150,4,1339,1489,1123,89,123,1246
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. NACIONAL SALESIANO",-63.16814,-17.78925,276,6,1510,1786,1204,34,266,1470
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. NIMIA CENTELLA",-63.11775,-17.78436,637,31,4115,4752,2457,170,1457,3914
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. NORMANDIA JOSEFINA BALSAMO",-63.06764,-17.84974,559,35,3871,4430,1769,114,1953,3722
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. NUCLEO ESCOLAR RAMAFA",-63.1834,-17.80372,238,7,1704,1942,1458,26,213,1671
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. NUEVA AMERICA",-63.15847,-17.76582,330,8,1992,2322,1579,40,365,1944
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. NUEVA ESPERANZA",-63.14962,-17.74375,384,10,1860,2244,1446,42,362,1808
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. OBISPO SANTISTEVAN",-63.1792,-17.78578,113,2,731,844,653,16,60,713
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. OSCAR ARNULFO",-63.23433,-17.82932,590,47,3909,4499,2207,272,1383,3590
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. OVIDIO SANTISTEVAN",-63.19029,-17.74906,841,12,4602,5443,3526,130,934,4460
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. PABLO SEXTO",-63.16424,-17.76425,256,3,1888,2144,1481,35,369,1850
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. PAMPA DE LA CRUZ",-63.12878,-17.79276,436,15,2714,3150,1905,82,712,2617
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. PAMPA DE LA ISLA",-63.12679,-17.77277,483,15,2007,2490,1340,39,613,1953
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. PART. ALFRED B. NOBEL",-63.19432,-17.85304,275,8,1762,2037,1287,42,425,1712
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.  PEDRO AÑEZ",-63.11894,-17.76698,815,27,4613,5428,2861,161,1564,4425
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. PEDRO GUTIERREZ",-63.16812,-17.7553,264,7,2337,2601,2046,87,197,2243
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL  PLACIDO MOLILNA",-63.19062,-17.79406,506,21,2269,2775,1364,83,801,2165
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.POLIFUNCIONAL CALAMA",-63.21886,-17.83718,533,26,3216,3749,1588,88,1514,3102
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. PRIMAVERA",-63.1032,-17.81673,900,61,5207,6107,2346,200,2600,4946
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. RAFAEL BUSTILLOS",-63.12329,-17.81418,625,21,3368,3993,1706,84,1557,3263
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. RAMON DARIO GUTIERREZ",-63.164,-17.80529,196,0,1418,1614,1210,36,172,1382
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.REPUBLICA DEL URUGUAY",-63.17242,-17.77493,459,9,2705,3164,2296,35,365,2661
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. RODOLFO JOEM",-63.16545,-17.82204,1478,51,8097,9575,4736,285,3025,7761
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.ROMULO HERRERA",-63.17609,-17.78023,217,5,1177,1394,840,29,303,1143
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SAGRADO CORAZON",-63.17153,-17.81605,139,5,937,1076,667,23,242,909
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SAN CARLOS",-63.15134,-17.79229,229,7,2142,2371,1689,94,352,2041
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SAN FRANCISCO DE SALES DON BOSCO",-63.0923,-17.76109,1196,51,7315,8511,5448,217,1599,7047
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SAN FRANCISCO SUR",-63.16087,-17.85275,562,26,3415,3977,1453,94,1842,3295
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SAN MARTIN DE PORRES",-63.2021,-17.77761,1088,30,7593,8681,4828,450,2285,7113
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SAN MARTIN NORTE",-63.14275,-17.7284,580,23,3799,4379,2529,217,1030,3559
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SAN PABLO",-63.18967,-17.83693,232,1,2029,2261,1671,29,328,1999
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SAN SILVESTRE",-63.11408,-17.81204,713,30,4262,4975,2053,119,2060,4113
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SANTA RAFAELA",-63.14124,-17.81471,378,44,2450,2828,1644,66,696,2340
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SECCIONAL MONSEÑOR SANTIESTEVAN",-63.18117,-17.77959,326,9,1516,1842,1195,25,287,1482
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SEFERINO NAMUCARA DON BOSCO",-63.17717,-17.77525,88,1,570,658,532,3,34,566
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SOCIEDAD DE INGENIEROS",-63.19918,-17.79882,427,8,3497,3924,2745,160,584,3329
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. SOR MARIA CRISTINA PEREZ",-63.14532,-17.78059,1026,27,7718,8744,6347,174,1170,7517
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.TECNOLOGICO SANTA CRUZ",-63.15675,-17.76927,192,8,1437,1629,1227,17,185,1412
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. TRISTAN ROCA",-63.16394,-17.78412,376,11,2502,2878,1972,52,467,2439
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U.E.23 DE DICIEMBRE(J.  CARLOS TRUJI",-63.11529,-17.76983,847,40,4357,5204,3046,95,1176,4222
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U.E. 26 DE SEPTIEMBRE",-63.10361,-17.72374,994,45,5166,6160,2338,118,2665,5003
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U.E. ALFREDO BARBERY CHAVEZ",-63.11797,-17.75344,1039,47,6218,7257,3563,368,2240,5803
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U. E. CARLOS LA TORRE",-63.12363,-17.77396,515,47,3281,3796,2362,146,726,3088
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U.  E. EL DORADO NORTE",-63.09708,-17.73737,1662,45,8177,9839,4100,353,3679,7779
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U. E. EL RETOÑO",-63.07298,-17.73956,1068,34,5500,6568,3218,183,2065,5283
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U. E. ESCUELA ÑUFLO DE CHAVEZ",-63.15858,-17.74715,284,6,2043,2327,1766,43,228,1994
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. U.E. LA RESURECCION -ESC.CONVIF",-63.17194,-17.7436,189,4,1609,1798,1478,10,117,1595
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.U.E. NUEVO HORIZONTE",-63.10971,-17.73058,541,15,3152,3693,1403,265,1469,2872
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.UNIDAD EDUCATIVA ESPAÑA",-63.11751,-17.77592,401,41,3081,3482,1827,141,1072,2899
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. UNIDAD EDUCATIVA LA COLINA",-63.20247,-17.81842,705,25,4472,5177,2993,165,1289,4282
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.UNIDAD EDUCATIVA LORENZO CABALLERO",-63.18774,-17.80008,241,8,1776,2017,1354,74,340,1694
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.UNIDAD EDUCATIVA SAN JORGE",-63.10691,-17.83507,853,25,5194,6047,1655,299,3215,4870
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. UV. LA MADRE",-63.21101,-17.78952,739,24,5166,5905,3851,183,1108,4959
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.VENANCIO AQUINO VILLEGAS",-63.15873,-17.77472,176,1,1415,1591,1231,21,162,1393
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VICTOR PAZ ESTENSORO",-63.18661,-17.81709,729,26,4631,5360,2955,167,1483,4438
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VILLA ALEGRE",-63.17024,-17.87461,345,11,2083,2428,659,99,1314,1973
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VILLA BOLIVIA",-63.19029,-17.74906,746,17,3594,4340,2670,144,763,3433
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VILLA FATIMA",-63.20216,-17.81076,719,27,4231,4950,2904,118,1182,4086
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VILLA ROSARIO",-63.2086,-17.79646,787,24,3893,4680,2047,122,1700,3747
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL. VIRGEN DE COTOCA",-63.1789,-17.74445,463,14,3401,3864,2656,37,694,3350
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","COL.WENSESLAO MONTERO",-63.15583,-17.76315,370,12,2532,2902,2121,53,346,2467
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. APONTE TINEO(ESC.GREGORIO MORENO)",-63.18357,-17.76609,245,3,1632,1877,1412,54,163,1575
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC.BERNARDO CADARIO(COL.KURT RICHTER)",-63.19029,-17.74906,537,11,2828,3365,2099,70,648,2747
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. CLARACUTA",-63.15587,-17.73351,342,10,2088,2430,1626,49,403,2029
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. GABRIEL JOSE MORENO",-62.94179,-17.88486,170,32,1584,1754,1141,42,369,1510
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. GERMAN BUSCH",-63.1716,-17.73681,401,6,2476,2877,1995,55,420,2415
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC.HUGO BANZER SUAREZ",-63.1536,-17.88131,164,10,1245,1409,597,29,609,1206
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. JOSE MARIANO SERRANO",-63.16407,-17.72271,212,3,1279,1491,1103,12,161,1264
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. LA PEÑA",-62.96586,-17.96183,138,12,741,879,95,28,606,701
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC LOS SAUCES I",-63.17955,-17.72833,408,10,2328,2736,1633,63,622,2255
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC.MAMERTO CUELLAR COSTA",-63.16402,-17.69388,246,9,1758,2004,1254,46,449,1703
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. NORMAL ENRIQUET  FINOT",-63.19629,-17.76357,709,2,3948,4657,3621,20,305,3926
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. REAL AMERICA(ESC.F.FLORIDA)",-63.14962,-17.74375,237,4,1785,2022,1336,27,418,1754
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. RENE BARRIENTOS",-63.19794,-17.77104,590,10,3093,3683,2349,44,690,3039
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. SECCIONAL VILLA FLOR",-63.12761,-17.91508,92,11,643,735,324,20,288,612
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC.SOLIDARIDAD 55",-63.09384,-17.88467,644,32,4023,4667,1800,199,1992,3792
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA 1RO DE MAYO",-63.12766,-17.79881,226,7,1399,1625,1031,62,299,1330
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA 23 DE MARZO",-63.14704,-17.71829,544,17,2990,3534,1885,104,984,2869
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA ADOLFO ROMAN HIJO",-62.82351,-17.6432,180,9,1323,1503,805,61,448,1253
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA CANOTO",-63.19444,-17.78442,162,3,1077,1239,867,14,193,1060
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA KM 9",-63.15509,-17.6916,574,11,3766,4340,2661,110,984,3645
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA NUEVA AURORA",-62.8249,-17.57719,40,0,63,103,48,3,12,60
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA PRIMAVERA",-63.1032,-17.81673,121,7,508,629,337,11,153,490
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA SAN CARLOS",-63.18186,-17.7572,467,7,2738,3205,2256,39,436,2692
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA SAN JOAQUIN",-63.13668,-17.72238,354,15,2179,2533,1317,129,718,2035
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA SECCIONAL GUAPILO",-63.08126,-17.74644,401,16,2227,2628,1374,81,756,2130
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESCUELA SECCIONAL ZAFRANILLA",-63.00508,-17.62794,43,2,314,357,199,9,104,303
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC. USURI APONTE",-63.05743,-17.92564,60,2,218,278,132,7,77,209
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC VILLA NORTE",-63.18038,-17.74704,265,5,1467,1732,1193,13,256,1449
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","ESC..ZENOVIA APONTE",-63.10257,-17.87117,277,11,1687,1964,782,39,855,1637
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","FACULTAD DE CIENCIAS AGRICOLAS UAGRM",-63.14874,-17.69814,22,2,303,325,207,8,86,293
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","FRED NUÑEZ GONZALES",-63.06961,-17.71776,88,9,1011,1099,453,26,523,976
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","GLADYS RIVERO DE JIMENEZ",-63.20806,-17.77348,469,14,3062,3531,2000,229,819,2819
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER CARIÑOSITO",-63.21444,-17.8494,1,0,3,4,2,0,1,3
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER FERROVIARIO",-63.145,-17.781,2,0,19,21,12,0,7,19
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER GUARDERIA EL CARMEN",-63.20383,-17.77054,1,1,48,49,39,2,6,45
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER LIBERTAD",-63.12066,-17.80011,0,0,9,9,7,1,1,8
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER LUISA SAUCEDO",-63.18323,-17.77909,103,0,758,861,677,5,76,753
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","KINDER NIMIA CENTELLA",-63.11775,-17.78436,0,0,45,45,31,10,4,35
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","LUZ DEL MUNDO C",-63.1118,-17.77199,10,0,142,152,98,0,44,142
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MISIONES DE JESUS",-63.21696,-17.84764,0,1,285,285,130,53,101,231
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO 24 DE SEPTIEMBRE",-63.20504,-17.81955,28,1,110,138,73,4,32,105
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO 3 LAGUNAS",-63.1305,-17.80221,286,14,1915,2201,1082,40,779,1861
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO CENETROP",-63.17531,-17.86828,6,0,53,59,32,1,20,52
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO GERMAN BUSCH",-63.17423,-17.73516,13,2,151,164,126,2,21,147
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO JARDIN LATINO",-63.22685,-17.81104,0,0,65,65,52,3,10,62
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO JOSE MIGUEL DE VELASCO",-63.18459,-17.75368,703,54,4506,5209,3568,115,769,4337
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO MARIA DE MATTIAS",-63.19329,-17.84451,5,0,79,84,57,1,21,78
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO EDUCATIVO REPUBLICA DE COLOMBIA",-63.20602,-17.86002,18,4,196,214,84,0,108,192
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MODULO RANCHO NUEVO",-63.12128,-17.74573,256,9,1188,1444,735,28,416,1151
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","MOTACUSAL",-63.10342,-17.68219,0,1,176,176,14,46,115,129
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","NACIONES UNIDAS",-63.17759,-17.7325,532,11,3355,3887,2418,150,776,3194
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","PEDRO DIEZ",-63.18398,-17.85394,31,0,133,164,83,2,48,131
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","PROGRESO",-63.13077,-17.72208,27,1,147,174,99,4,43,142
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","SAHARA GUARDIA",-63.20287,-17.85209,35,7,616,651,413,32,164,577
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 18 DE JULIO",-63.0932,-17.7454,149,7,1028,1177,520,59,442,962
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E 19 DE MARZO",-63.08685,-17.86819,16,1,294,310,91,1,201,292
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 24 DE MARZO",-63.10131,-17.72942,16,1,153,169,51,6,95,146
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 25 DE OCTUBRE",-63.0919,-17.81277,29,1,294,323,117,38,138,255
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 26 DE JUNIO",-63.10215,-17.84533,37,2,245,282,100,9,134,234
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 26 DE NOVIEMBRE",-63.13193,-17.73059,9,0,91,100,62,1,28,90
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. 2 DE ABRIL",-63.14366,-17.81759,17,1,111,128,86,3,21,107
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","UE 3 DE MAYO",-63.12704,-17.82614,95,7,635,730,284,19,325,609
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. APONTE DE JORORI",-63.02875,-17.88749,122,15,709,831,249,40,405,654
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. ARBOLEDA DE FATIMA",-63.09396,-17.77194,60,7,638,698,386,63,182,568
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. ARCA DE NOE",-63.0994,-17.74709,0,39,1073,1073,561,123,350,911
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. BIBOSI",-63.10976,-17.72477,16,1,109,125,53,2,53,106
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. CIELITO LINDO",-63.10667,-17.77039,97,39,1192,1289,746,61,346,1092
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. CLARA SERRANO",-63.06764,-17.69809,10,2,136,146,66,0,68,134
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","UE DOMINGO FAUSTINO",-63.1547,-17.78424,203,11,1367,1570,1142,21,193,1335
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. EL ARENAL C",-63.12381,-17.76286,0,3,29,29,10,0,16,26
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. HACIA LA CUMBRE",-63.13114,-17.79115,15,0,67,82,52,0,15,67
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. ISUTO",-63.19371,-17.74409,77,1,524,601,385,16,122,507
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. JOSEFINA BALSAMO CORDECRUZ",-63.13193,-17.73059,2,0,25,27,20,2,3,23
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. JOSEFINA BALSAMO LOS PINOS",-63.13827,-17.73302,10,3,107,117,67,0,37,104
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. LOS CUSIS",-63.07648,-17.73135,106,9,849,955,516,58,266,782
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. LUIS ANTONIO AÑEZ CAMPOS",-63.12105,-17.83816,18,0,117,135,49,4,64,113
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. MANANTIAL DE VIDA",-63.07259,-17.85223,64,8,804,868,307,17,472,779
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. MANOS UNIDAS",-63.12869,-17.83705,6,0,30,36,13,1,16,29
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. MARIA DE LAS CANDELARIAS",-63.11254,-17.78087,0,0,3,3,3,0,0,3
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. MATEO KULJIS LLIC II",-63.22541,-17.83761,19,2,65,84,35,3,25,60
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. MIGUEL APONTE",-63.02794,-17.93152,1,0,3,4,3,0,0,3
"Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","U.E. NESTOR PAZ ZAMORA",-63.16751,-17.82976,35,5,249,284,157,2,85,242
